[0.03637354 0.63059866 0.33302778],[0.00052734 0.02789837 0.01050084],[0.00149154 0.07890851 0.02970087]
[0.5366325  0.03211809 0.43124947],[0.00085879 0.0358182  0.01026697],[0.00242903 0.10130916 0.02903937]
[0.46475917 0.01689719 0.5183436 ],[0.00061908 0.04679997 0.00539063],[0.00175101 0.13237029 0.01524701]
[0.02043071 0.02451862 0.95505077],[6.37890102e-02 2.19208849e-07 2.43190364e-07],[1.80422567e-01 6.20016254e-07 6.87846222e-07]
[0.12637755 0.02660595 0.84701645],[3.67307017e-02 8.71193322e-04 3.27105371e-05],[1.03890113e-01 2.46410682e-03 9.25193703e-05]
[0.01571142 0.01542104 0.96886754],[6.24815469e-02 2.46670027e-07 1.96713610e-07],[1.76724502e-01 6.97688196e-07 5.56390109e-07]
[0.01472517 0.22284023 0.7624346 ],[1.74304293e-02 6.97266207e-05 4.97904822e-03],[0.0493007  0.00019722 0.01408288]
[0.02892223 0.0973096  0.8737682 ],[4.84222222e-02 8.00345492e-06 1.22455613e-04],[1.36958727e-01 2.26371890e-05 3.46356778e-04]
[0.06956577 0.04165055 0.8887837 ],[6.78027785e-02 5.19220841e-07 6.43457660e-07],[1.91775218e-01 1.46857831e-06 1.81997310e-06]
[0.09740593 0.06445926 0.8381348 ],[7.94941502e-02 1.28896082e-05 2.45886777e-05],[2.24843411e-01 3.64573174e-05 6.95472830e-05]
[0.01580191 0.92485183 0.05934628],[7.76641658e-06 7.14846583e-02 2.28101954e-05],[2.19667433e-05 2.02189146e-01 6.45169753e-05]
[0.06780775 0.02085841 0.9113338 ],[7.92965784e-02 6.73881005e-06 5.15699907e-06],[2.24284593e-01 1.90602331e-05 1.45861961e-05]
[0.01970212 0.02366379 0.95663404],[6.43770602e-02 2.77481712e-07 3.38425742e-07],[1.82085823e-01 7.84836802e-07 9.57212547e-07]
[0.04084516 0.03125577 0.927899  ],[6.15980046e-02 1.27505949e-06 4.75234432e-07],[1.74225467e-01 3.60641286e-06 1.34416596e-06]
[0.00740578 0.27558175 0.7170124 ],[6.35005402e-02 2.84139249e-06 1.29475099e-05],[1.79606650e-01 8.03667159e-06 3.66210881e-05]
[0.10446367 0.02256603 0.8729703 ],[7.27001391e-02 6.08879627e-06 3.03013088e-06],[2.05627046e-01 1.72217165e-05 8.57050438e-06]
[0.16263403 0.04094538 0.7964206 ],[7.83133187e-02 4.10384085e-06 5.51296164e-06],[2.21503515e-01 1.16074148e-05 1.55930102e-05]
[0.04562932 0.05764674 0.89672387],[6.95708457e-02 3.20309719e-06 8.78591196e-06],[1.96776067e-01 9.05972698e-06 2.48503117e-05]
[0.01157662 0.5353943  0.45302907],[0.07656053 0.00013273 0.00047703],[0.21654589 0.00037543 0.00134924]
[0.01377359 0.38345677 0.6027697 ],[0.00805667 0.0005071  0.03351371],[0.02278771 0.0014343  0.09479109]
[0.06908623 0.04950027 0.8814135 ],[7.46916699e-02 4.70876506e-06 2.93034127e-06],[2.11259945e-01 1.33183988e-05 8.28825674e-06]
[0.15262024 0.04815608 0.7992236 ],[7.26875087e-02 2.49346480e-06 4.47783112e-06],[2.05591321e-01 7.05258347e-06 1.26652190e-05]
[0.01277389 0.09897514 0.88825095],[4.37977552e-02 1.16918889e-05 2.50938617e-04],[1.23878759e-01 3.30696556e-05 7.09761592e-04]
[0.04251737 0.02731093 0.9301718 ],[6.13791094e-02 2.63686499e-06 7.58032108e-07],[1.73606338e-01 7.45818046e-06 2.14403858e-06]
[0.01737681 0.01370226 0.9689209 ],[6.37437806e-02 1.98875939e-07 1.98029879e-07],[1.80294638e-01 5.62506100e-07 5.60113082e-07]
[0.01449933 0.01520402 0.9702966 ],[6.35838019e-02 2.09357320e-07 1.99879119e-07],[1.79842150e-01 5.92151923e-07 5.65343523e-07]
[0.01905665 0.02033648 0.9606069 ],[6.48905552e-02 4.22809289e-07 3.31485372e-07],[1.83538207e-01 1.19588526e-06 9.37582217e-07]
[0.13395858 0.01109319 0.8549483 ],[6.41536811e-02 6.19449790e-07 3.77493035e-07],[1.81454012e-01 1.75206859e-06 1.06771154e-06]
[0.04229829 0.21558431 0.74211735],[0.0067502  0.00112292 0.0542915 ],[0.01909245 0.0031761  0.15355955]
[0.05288557 0.07951034 0.8676041 ],[7.65007931e-02 3.67574149e-06 5.62278126e-06],[2.16376918e-01 1.03965669e-05 1.59036270e-05]
[0.00831188 0.8987338  0.09295435],[1.47102973e-06 5.20532746e-02 1.56252315e-05],[4.16070039e-06 1.47228894e-01 4.41948286e-05]
[0.2335505  0.08207224 0.6843772 ],[0.03272386 0.00596046 0.00030589],[0.09255707 0.01685874 0.00086518]
[0.03223933 0.03593754 0.93182313],[7.20458735e-02 3.65234462e-06 1.99864371e-06],[2.03776503e-01 1.03303906e-05 5.65301808e-06]
[0.07646352 0.11138876 0.8121478 ],[0.04697609 0.00013728 0.00184919],[0.13286846 0.0003883  0.00523029]
[0.02482212 0.23418973 0.7409882 ],[2.35722703e-02 7.46276376e-05 3.62076612e-03],[0.06667245 0.00021108 0.01024107]
[0.01119531 0.04224594 0.9465587 ],[6.61981963e-02 3.61771349e-07 4.16941115e-07],[1.87236774e-01 1.02324390e-06 1.17928756e-06]
[0.02591888 0.0289229  0.9451582 ],[8.02311247e-02 3.90319596e-06 3.95791106e-06],[2.26927889e-01 1.10399053e-05 1.11946630e-05]
[0.03955813 0.04368601 0.9167558 ],[7.20136800e-02 1.17895934e-06 1.50145936e-06],[2.03685446e-01 3.33460059e-06 4.24676837e-06]
[0.01480362 0.01976631 0.96543014],[8.55618003e-02 1.31675572e-05 1.19700646e-05],[2.42005317e-01 3.72434760e-05 3.38564555e-05]
[0.03852784 0.10975969 0.85171247],[7.24297094e-02 2.59535743e-06 4.87547529e-06],[2.04862155e-01 7.34077934e-06 1.37899265e-05]
[0.01579555 0.4910804  0.49312404],[0.00377409 0.00110742 0.07168464],[0.01067473 0.00313226 0.20275478]
[0.08822933 0.11542125 0.79634935],[0.05739079 0.00013785 0.00106009],[0.16232567 0.00038989 0.0029984 ]
[0.12716009 0.15052226 0.7223176 ],[9.25683618e-02 5.01603295e-05 5.46225807e-05],[2.61822865e-01 1.41874836e-04 1.54495989e-04]
[0.60182506 0.00917611 0.38899893],[0.00070489 0.06050032 0.00375922],[0.00199373 0.17112076 0.01063269]
[0.03671804 0.55031466 0.41296732],[0.02739061 0.00232186 0.02951564],[0.07747236 0.00656721 0.08348283]
[0.02558819 0.02458303 0.9498288 ],[7.24488610e-02 1.63130844e-06 2.46676210e-06],[2.04916324e-01 4.61403703e-06 6.97705683e-06]
[0.02957106 0.03161391 0.93881506],[6.79021156e-02 4.66468274e-07 5.10783306e-07],[1.92056186e-01 1.31937152e-06 1.44471336e-06]
[0.72187585 0.0107862  0.26733795],[6.00616342e-05 3.68230084e-03 2.08537479e-02],[0.00016988 0.01041512 0.05898331]
[0.02850986 0.12595762 0.84553254],[6.78247024e-02 1.41576798e-05 6.26335096e-05],[1.91837228e-01 4.00439655e-05 1.77154317e-04]
[0.01321083 0.02973021 0.9570589 ],[6.31424307e-02 1.99447706e-07 2.26105419e-07],[1.78593764e-01 5.64123302e-07 6.39522700e-07]
[0.03141161 0.03543273 0.9331556 ],[6.46356753e-02 5.17541435e-07 9.81806727e-07],[1.82817297e-01 1.46382823e-06 2.77696878e-06]
[0.03915247 0.04739391 0.9134536 ],[7.49549815e-02 3.10346954e-06 4.82622384e-06],[2.12004703e-01 8.77793742e-06 1.36506224e-05]
[0.01243836 0.2830678  0.7044938 ],[4.66409577e-02 4.26394178e-06 7.49222721e-05],[1.31920550e-01 1.20602486e-05 2.11912187e-04]
[0.14413244 0.07939526 0.7764723 ],[5.83484071e-02 9.54824811e-05 1.19820471e-05],[1.65034217e-01 2.70065239e-04 3.38903471e-05]
[0.03830526 0.13486855 0.82682616],[6.42180027e-02 3.53933082e-07 5.41295893e-07],[1.81635941e-01 1.00107393e-06 1.53101599e-06]
[0.13990682 0.07401616 0.78607696],[8.79366258e-02 5.60833243e-05 8.18639453e-05],[2.48722338e-01 1.58627596e-04 2.31546203e-04]
[0.01702321 0.01429387 0.9686829 ],[6.43862419e-02 2.85960541e-07 2.51288137e-07],[1.82111793e-01 8.08818551e-07 7.10750183e-07]
[0.03251212 0.39309776 0.5743901 ],[0.0145095  0.00027484 0.01431984],[0.04103905 0.00077736 0.04050264]
[0.04876976 0.00976345 0.94146675],[6.45615048e-02 2.82246083e-07 3.40548778e-07],[1.82607512e-01 7.98312476e-07 9.63217402e-07]
[0.01813652 0.01459159 0.96727186],[6.42420634e-02 2.35914402e-07 2.59893018e-07],[1.81703995e-01 6.67266693e-07 7.35088462e-07]
[0.08674861 0.08350214 0.8297492 ],[4.71027879e-02 5.59759863e-05 7.96478559e-04],[0.1332268  0.00015832 0.00225278]
[0.16821912 0.06424591 0.7675349 ],[0.0095214  0.03496081 0.00067817],[0.02693059 0.09888409 0.00191816]
[0.01497508 0.01701215 0.96801275],[6.47099594e-02 2.52878009e-07 2.73645897e-07],[1.83027404e-01 7.15247019e-07 7.73987477e-07]
[0.07438595 0.02113529 0.9044787 ],[6.48329907e-02 1.73068614e-06 7.40003426e-07],[1.83375389e-01 4.89511962e-06 2.09304576e-06]
[0.21588103 0.04674265 0.7373763 ],[6.14446874e-02 1.62335993e-04 2.47016800e-05],[1.73791821e-01 4.59155525e-04 6.98669019e-05]
[0.03096927 0.01469401 0.9543367 ],[6.55119354e-02 2.71558812e-07 2.68943072e-07],[1.85295735e-01 7.68084310e-07 7.60685879e-07]
[0.01598674 0.01787345 0.96613985],[6.55013452e-02 3.04902923e-07 3.42019166e-07],[1.85265782e-01 8.62395699e-07 9.67376286e-07]
[0.01620672 0.02225784 0.9615355 ],[6.48193470e-02 2.38361429e-07 2.40321777e-07],[1.83336799e-01 6.74187930e-07 6.79732632e-07]
[0.02064001 0.01519081 0.96416926],[6.75623554e-02 1.46329545e-06 8.35389818e-07],[1.91095199e-01 4.13882455e-06 2.36283922e-06]
[0.01494935 0.01855113 0.9664995 ],[6.74054618e-02 4.11720164e-07 4.40998113e-07],[1.90651436e-01 1.16452048e-06 1.24733102e-06]
[0.05300472 0.04480198 0.90219325],[7.38529562e-02 1.71392084e-06 2.20598410e-06],[2.08887705e-01 4.84770020e-06 6.23946526e-06]
[0.10179253 0.18913092 0.7090765 ],[0.04736052 0.00013125 0.00148952],[0.13395577 0.00037122 0.00421298]
[0.03508131 0.25289297 0.7120258 ],[0.09779361 0.00027523 0.00025523],[0.27660211 0.00077846 0.0007219 ]
[0.01564765 0.01657772 0.96777457],[6.47754298e-02 2.57915283e-07 2.81768300e-07],[1.83212583e-01 7.29494582e-07 7.96961104e-07]
[0.04505339 0.03898101 0.9159656 ],[6.89257618e-02 6.16531200e-07 5.59713024e-07],[1.94951494e-01 1.74381357e-06 1.58310750e-06]
[0.47843578 0.02605252 0.49551165],[0.01654804 0.02984804 0.00120266],[0.04680492 0.084423   0.00340164]
[0.02530435 0.4287615  0.54593414],[0.02430451 0.00034012 0.00925893],[0.06874352 0.000962   0.02618822]
[0.04913926 0.18550871 0.765352  ],[8.09337913e-02 3.15941325e-05 6.71472138e-05],[2.28915331e-01 8.93617013e-05 1.89921001e-04]
[0.02462759 0.03029302 0.9450793 ],[6.98595623e-02 9.87267509e-07 7.66792379e-07],[1.97592681e-01 2.79241420e-06 2.16881636e-06]
[0.4616054 0.0164465 0.5219481],[0.00177892 0.1036651  0.00213558],[0.00503154 0.29320917 0.00604034]
[0.05231696 0.1603636  0.7873194 ],[6.76997281e-02 9.01120998e-06 3.73987873e-05],[1.91483747e-01 2.54875507e-05 1.05779745e-04]
[0.02069124 0.4094907  0.5698181 ],[0.00751602 0.0005145  0.03519991],[0.02125852 0.00145522 0.09956038]
[0.528098  0.0264544 0.4454476],[0.00155158 0.10416364 0.00186272],[0.00438853 0.29461928 0.00526856]
[0.06767483 0.07563712 0.85668814],[7.78933352e-02 3.30207515e-05 8.53329689e-05],[2.20315622e-01 9.33967891e-05 2.41358084e-04]
[0.24215016 0.06792844 0.6899213 ],[0.08273547 0.00014117 0.00031188],[0.23401125 0.00039929 0.00088214]
[0.01677347 0.04710407 0.93612254],[6.45086125e-02 2.31601545e-07 2.27797401e-07],[1.82457909e-01 6.55068093e-07 6.44308348e-07]
[0.01417262 0.02126158 0.9645658 ],[6.22285025e-02 2.19083098e-07 3.09889577e-07],[1.76008784e-01 6.19660578e-07 8.76500086e-07]
[0.6356267  0.01684926 0.3475241 ],[0.00515874 0.05622798 0.00089157],[0.01459113 0.15903676 0.00252175]
[0.03662588 0.02062081 0.94275326],[6.63194383e-02 6.37593077e-07 1.12081145e-06],[1.87579698e-01 1.80338555e-06 3.17013350e-06]
[0.01953976 0.01322641 0.96723384],[6.27384473e-02 2.30398955e-07 1.94182828e-07],[1.77451126e-01 6.51666654e-07 5.49231978e-07]
[0.04114053 0.09071525 0.8681443 ],[6.90356208e-02 3.58874763e-06 1.05006110e-05],[1.95262222e-01 1.01505111e-05 2.97002130e-05]
[0.02734511 0.02938433 0.94327056],[6.62560478e-02 2.05634415e-06 9.17604146e-07],[1.87400403e-01 5.81621958e-06 2.59537646e-06]
[0.02220686 0.03984942 0.9379437 ],[6.33924256e-02 2.44650334e-07 3.15910624e-07],[1.79300856e-01 6.91975641e-07 8.93530178e-07]
[0.59944296 0.01535628 0.38520074],[0.00086529 0.05392904 0.0054829 ],[0.0024474  0.15253437 0.01550797]
[0.01712287 0.05354951 0.9293276 ],[6.31106931e-02 8.34915117e-07 4.13706438e-07],[1.78503996e-01 2.36149656e-06 1.17013851e-06]
[0.03409783 0.06299459 0.90290767],[7.83009539e-02 2.77964695e-06 3.00244267e-06],[2.21468542e-01 7.86202883e-06 8.49219028e-06]
[0.01369495 0.10278839 0.88351667],[6.01878541e-02 5.05931129e-07 1.72582904e-06],[1.70236959e-01 1.43098933e-06 4.88138166e-06]
[0.04729613 0.03226694 0.9204369 ],[6.46545110e-02 4.84954409e-07 3.48640269e-07],[1.82870573e-01 1.37165820e-06 9.86103593e-07]
[0.04683501 0.06022331 0.89294165],[8.58265677e-02 1.28252932e-05 1.23528186e-05],[2.42754192e-01 3.62754072e-05 3.49390472e-05]
[0.05482534 0.15909061 0.78608406],[8.18002562e-02 9.19058988e-05 4.38521563e-05],[2.31366063e-01 2.59949137e-04 1.24032628e-04]
[0.06472049 0.04267561 0.89260393],[6.59047640e-02 7.78506501e-07 1.63759759e-06],[1.86406822e-01 2.20194890e-06 4.63182543e-06]
[0.009644   0.71990746 0.27044854],[0.00209847 0.00164167 0.10255945],[0.00593537 0.00464333 0.29008194]
[0.02006234 0.01972937 0.96020836],[7.00261171e-02 6.31804181e-07 6.66796749e-07],[1.98063769e-01 1.78701208e-06 1.88598601e-06]
[0.14847365 0.100038   0.7514884 ],[4.33301085e-02 8.62187804e-04 5.07288165e-05],[0.12255605 0.00243864 0.00014348]
[0.01822004 0.02801243 0.9537675 ],[6.67343949e-02 7.62380903e-07 1.39764423e-06],[1.88753373e-01 2.15633883e-06 3.95313484e-06]
[0.03235022 0.01489283 0.9527569 ],[6.41944749e-02 3.74452516e-07 2.89966884e-07],[1.81569394e-01 1.05911165e-06 8.20150199e-07]
[0.01947906 0.29003298 0.690488  ],[0.00789725 0.00034432 0.02749319],[0.02233678 0.00097388 0.07776247]
[0.03162828 0.02316842 0.94520324],[6.56233091e-02 3.57492582e-07 4.37301472e-07],[1.85610748e-01 1.01114171e-06 1.23687534e-06]
[0.01830514 0.02894671 0.95274824],[6.50801675e-02 4.03007437e-07 6.05339776e-07],[1.84074511e-01 1.13987717e-06 1.71215944e-06]
[0.0189846  0.01571942 0.9652959 ],[6.26749261e-02 2.22717257e-07 2.98666540e-07],[1.77271461e-01 6.29939530e-07 8.44756542e-07]
[0.03836354 0.20293349 0.75870293],[5.04298969e-02 4.51249466e-05 5.37335442e-04],[1.42637288e-01 1.27632623e-04 1.51981414e-03]
[0.0132404  0.05873388 0.9280257 ],[6.62134828e-02 1.07282027e-06 2.62570213e-06],[1.87280011e-01 3.03439395e-06 7.42660711e-06]
[0.1835112  0.12258513 0.6939036 ],[0.09307798 0.00011699 0.00014755],[0.26326428 0.00033089 0.00041734]
[0.07758853 0.04754494 0.87486655],[6.86286408e-02 2.33869939e-06 1.17849626e-06],[1.94111109e-01 6.61484079e-06 3.33329078e-06]
[0.0202464  0.01586073 0.96389294],[6.40004566e-02 2.24575725e-07 2.14596086e-07],[1.81020627e-01 6.35196073e-07 6.06969389e-07]
[0.01748147 0.01906255 0.963456  ],[6.32068493e-02 2.40935612e-07 3.16142207e-07],[1.78775967e-01 6.81468820e-07 8.94185192e-07]
[0.814558   0.01385302 0.17158899],[8.50870316e-06 1.79459923e-04 4.30140694e-02],[2.40662468e-05 5.07589313e-04 1.21662161e-01]
[0.01649516 0.02115818 0.96234673],[6.31883359e-02 2.04599137e-07 2.35829231e-07],[1.78723603e-01 5.78693748e-07 6.67025794e-07]
[0.03175229 0.17774148 0.79050624],[3.08671016e-02 3.41408827e-05 1.29905380e-03],[8.73053473e-02 9.65649986e-05 3.67427901e-03]
[0.1611554  0.037748   0.80109656],[7.58551023e-02 1.17213679e-05 6.01150310e-06],[2.14550629e-01 3.31530349e-05 1.70030984e-05]
[0.02918635 0.5321861  0.4386276 ],[8.60331605e-05 1.83910586e-02 5.58268739e-03],[0.00024334 0.05201777 0.01579022]
[0.01577449 0.01415323 0.97007227],[6.35894979e-02 1.98588261e-07 2.06228849e-07],[1.79858261e-01 5.61692423e-07 5.83303269e-07]
[0.00888273 0.8976048  0.09351249],[1.59830651e-05 3.33619439e-02 5.89499418e-04],[4.52069349e-05 9.43618269e-02 1.66735614e-03]
[0.1217654  0.16774555 0.71048903],[0.04034446 0.00029939 0.00401926],[0.11411137 0.0008468  0.0113682 ]
[0.12831289 0.08552523 0.78616184],[7.89540229e-02 8.56656719e-05 2.31342592e-04],[0.2233157  0.0002423  0.00065434]
[0.05884897 0.07824194 0.86290914],[7.37798351e-02 6.94701432e-06 3.53082983e-06],[2.08680887e-01 1.96491237e-05 9.98669486e-06]
[0.02813409 0.01635561 0.95551026],[6.42679590e-02 4.31141223e-07 3.19431617e-07],[1.81777238e-01 1.21945153e-06 9.03489050e-07]
[0.36158177 0.02186913 0.6165491 ],[0.01180297 0.01506119 0.0002106 ],[0.03338385 0.04259947 0.00059566]
[0.01842588 0.01413936 0.9674348 ],[6.26154343e-02 2.32835766e-07 1.93136491e-07],[1.77103193e-01 6.58558995e-07 5.46272489e-07]
[0.0267677  0.40854818 0.5646841 ],[0.00327881 0.0038609  0.10097169],[0.00927387 0.01092026 0.28559107]
[0.02089621 0.02267425 0.95642954],[6.41559399e-02 8.61402345e-07 2.35180334e-06],[1.81460401e-01 2.43641376e-06 6.65190435e-06]
[0.02448029 0.05189704 0.92362267],[6.65115813e-02 1.91568445e-06 8.87848843e-07],[1.88123161e-01 5.41837386e-06 2.51121575e-06]
[0.09439802 0.02749708 0.87810487],[6.67413970e-02 5.08054155e-06 1.74546463e-06],[1.88773178e-01 1.43699415e-05 4.93691950e-06]
[0.02365279 0.08126023 0.89508694],[7.42218052e-02 2.19387980e-06 1.77476842e-06],[2.09930967e-01 6.20522914e-06 5.01980313e-06]
[0.08403832 0.1881702  0.72779137],[0.09655414 0.00027654 0.00033544],[0.27309634 0.00078217 0.00094878]
[0.01363996 0.01678083 0.9695793 ],[6.50440071e-02 2.69055650e-07 2.92772202e-07],[1.83972234e-01 7.61004298e-07 8.28084838e-07]
[0.01572098 0.04444174 0.9398373 ],[6.83251473e-02 5.74775654e-07 7.22234438e-07],[1.93252700e-01 1.62571105e-06 2.04278748e-06]
[0.05860632 0.16047826 0.78091544],[0.01646597 0.00026567 0.01241091],[0.0465728  0.00075142 0.03510336]
[0.23281616 0.03437407 0.7328097 ],[5.38763814e-02 1.36435331e-04 1.29289099e-05],[1.52385419e-01 3.85897390e-04 3.65684793e-05]
[0.02353617 0.08365723 0.8928065 ],[5.88082287e-02 1.17301300e-06 6.37466241e-06],[1.66334789e-01 3.31778177e-06 1.80302681e-05]
[0.0300986  0.02457737 0.94532406],[6.52758466e-02 4.02429734e-07 3.30897601e-07],[1.84627975e-01 1.13824318e-06 9.35919750e-07]
[0.0170185 0.6666453 0.3163363],[0.00013337 0.01302353 0.01059299],[0.00037724 0.03683611 0.02996149]
[0.03278614 0.2596748  0.7075391 ],[0.01984137 0.00025773 0.01032745],[0.05611986 0.00072897 0.02921045]
[0.10114495 0.11319561 0.7856595 ],[8.39178520e-02 1.57202744e-04 7.88380093e-05],[2.37355529e-01 4.44636505e-04 2.22987564e-04]
[0.0139915  0.01762009 0.9683884 ],[6.52921478e-02 3.04236912e-07 3.49739844e-07],[1.84674082e-01 8.60511934e-07 9.89213662e-07]
[0.09001002 0.25421628 0.65577364],[0.00875429 0.00078419 0.03847372],[0.02476087 0.00221804 0.1088201 ]
[0.02488822 0.01575386 0.95935786],[7.03286068e-02 6.66787036e-07 6.50441885e-07],[1.98919339e-01 1.88595854e-06 1.83972747e-06]
[0.02767216 0.02857323 0.9437546 ],[6.94798254e-02 5.81147196e-07 6.08651513e-07],[1.96518623e-01 1.64373249e-06 1.72152645e-06]
[0.06522074 0.04339674 0.8913826 ],[7.24468230e-02 2.49838284e-06 4.58784760e-06],[2.04910559e-01 7.06649380e-06 1.29763926e-05]
[0.04058984 0.07565151 0.88375854],[6.92194985e-02 9.27041767e-07 1.45013956e-06],[1.95782307e-01 2.62207008e-06 4.10161405e-06]
[0.3219594  0.04378656 0.6342541 ],[3.89543438e-02 8.72950609e-04 4.07353632e-05],[0.11017952 0.00246908 0.00011522]
[0.43864593 0.01610155 0.54525256],[0.00930305 0.02249732 0.00029563],[0.02631299 0.06363203 0.00083616]
[0.06134608 0.04051787 0.89813596],[7.09539546e-02 1.01659488e-06 1.35681635e-06],[2.00688090e-01 2.87536452e-06 3.83765618e-06]
[0.4709331  0.01787312 0.5111938 ],[0.01722217 0.01143273 0.00024732],[0.04871165 0.03233664 0.00069952]
[0.01932146 0.515814   0.46486452],[0.0051004  0.00150871 0.07139573],[0.0144261  0.00426727 0.20193762]
[0.0602883  0.02855093 0.91116077],[7.49540198e-02 3.92924838e-06 2.61775162e-06],[2.12001983e-01 1.11135927e-05 7.40411970e-06]
[0.0669063 0.050425  0.8826686],[8.63804966e-02 2.31241077e-05 1.94300259e-05],[2.44320940e-01 6.54048536e-05 5.49564123e-05]
[0.01482458 0.01587853 0.9692969 ],[6.37159817e-02 2.40768229e-07 2.16657999e-07],[1.80216011e-01 6.80995389e-07 6.12801361e-07]
[0.0172902 0.0196677 0.9630421],[6.44857005e-02 2.35277116e-07 2.29274078e-07],[1.82393105e-01 6.65464176e-07 6.48485021e-07]
[0.03166647 0.07646295 0.89187056],[7.09187509e-02 2.60769566e-06 5.88885717e-06],[2.00588519e-01 7.37567713e-06 1.66562034e-05]
[0.01446758 0.01524783 0.9702846 ],[6.46584172e-02 2.41214686e-07 2.35514141e-07],[1.82881621e-01 6.82258161e-07 6.66134585e-07]
[0.19676332 0.04849169 0.75474495],[4.27791669e-02 7.46008364e-04 4.37709775e-05],[0.12099776 0.00211003 0.0001238 ]
[0.07439304 0.09110546 0.83450145],[8.19729625e-02 1.36527568e-05 2.11796914e-05],[2.31854551e-01 3.86158277e-05 5.99052138e-05]
[0.10051756 0.11121184 0.7882706 ],[0.09468958 0.00020444 0.00016655],[0.26782257 0.00057825 0.00047107]
[0.7833973  0.01058433 0.20601834],[2.36713354e-06 2.96620006e-05 5.05412990e-02],[6.69526471e-06 8.38968070e-05 1.42952381e-01]
[0.06957313 0.07497056 0.8554563 ],[6.47483333e-02 3.30749025e-05 6.67725773e-06],[1.83135942e-01 9.35499514e-05 1.88861369e-05]
[0.0550045  0.04763801 0.89735746],[7.51285640e-02 2.32789201e-06 3.19452292e-06],[2.12495668e-01 6.58427291e-06 9.03547528e-06]
[0.01869995 0.01525649 0.96604365],[6.39362797e-02 2.37649758e-07 2.19420662e-07],[1.80839108e-01 6.72175023e-07 6.20615352e-07]
[0.0320354  0.03633164 0.931633  ],[7.08886910e-02 1.39296196e-06 2.29883964e-06],[2.00503496e-01 3.93989139e-06 6.50210039e-06]
[0.03891576 0.02750102 0.93358326],[6.34915853e-02 3.46233405e-07 5.83944650e-07],[1.79581322e-01 9.79295955e-07 1.65164489e-06]
[0.06454127 0.04661467 0.8888441 ],[7.84973807e-02 1.10057542e-05 2.12245840e-05],[2.22024121e-01 3.11289736e-05 6.00321891e-05]
[0.2491942  0.12157072 0.62923515],[0.0879503  0.0007155  0.00133497],[0.24876101 0.00202374 0.00377586]
[0.0205492  0.03005044 0.9494004 ],[6.65760383e-02 1.01372678e-06 6.10558862e-07],[1.88305473e-01 2.86725233e-06 1.72692125e-06]
[0.01626949 0.01487812 0.9688524 ],[6.27724892e-02 2.20727839e-07 1.90609668e-07],[1.77547411e-01 6.24312606e-07 5.39125556e-07]
[0.01654651 0.0136975  0.96975607],[6.33084255e-02 2.08014972e-07 1.94376732e-07],[1.79063268e-01 5.88355190e-07 5.49780420e-07]
[0.01110004 0.0301499  0.9587501 ],[6.51567046e-02 2.64247910e-07 2.57353186e-07],[1.84290991e-01 7.47405956e-07 7.27904733e-07]
[0.09641058 0.04365999 0.85992944],[7.71223538e-02 7.27293840e-06 1.39584966e-05],[2.18134957e-01 2.05709763e-05 3.94805904e-05]
[0.05973104 0.28230926 0.65795976],[0.01528276 0.00036538 0.01636269],[0.04322618 0.00103345 0.04628067]
[0.04190884 0.4200823  0.53800887],[0.00029416 0.01206835 0.01801651],[0.00083201 0.03413444 0.0509584 ]
[0.04750437 0.14232603 0.81016964],[9.36058041e-02 5.84634493e-05 6.01192551e-05],[2.64757195e-01 1.65359606e-04 1.70042932e-04]
[0.11617043 0.16351917 0.72031045],[0.09768178 0.00015529 0.00015435],[0.27628581 0.00043923 0.00043656]
[0.02368017 0.01293535 0.9633844 ],[6.43718665e-02 2.23494140e-07 2.28246800e-07],[1.82071133e-01 6.32136887e-07 6.45579440e-07]
[0.46086928 0.01858973 0.520541  ],[0.02023561 0.00722956 0.00016167],[0.05723494 0.02044828 0.00045726]
[0.05289116 0.05136121 0.8957476 ],[6.98597657e-02 6.06430021e-07 5.98808266e-07],[1.97593256e-01 1.71524312e-06 1.69368554e-06]
[0.03167553 0.39124045 0.57708395],[0.0287824  0.00045873 0.00923719],[0.08140891 0.00129749 0.02612673]
[0.02391163 0.03701831 0.9390701 ],[2.80060230e-02 9.34871649e-05 3.14097718e-03],[0.079213   0.00026442 0.00888403]
[0.06834747 0.10202422 0.8296283 ],[7.45293197e-02 3.73654777e-06 6.91528264e-06],[2.10800749e-01 1.05685531e-05 1.95593730e-05]
[0.01780907 0.01639455 0.9657964 ],[6.52499482e-02 2.72606328e-07 2.63674693e-07],[1.84554723e-01 7.71047132e-07 7.45784653e-07]
[0.12970747 0.12690817 0.74338436],[0.0152307  0.00038659 0.01730441],[0.04307892 0.00109345 0.04894427]
[0.87255967 0.00849476 0.11894555],[2.72139952e-06 3.26359869e-05 5.13660675e-02],[7.69728023e-06 9.23085106e-05 1.45285179e-01]
[0.02047839 0.01675295 0.96276873],[6.56176659e-02 2.77419544e-07 2.74476817e-07],[1.85594786e-01 7.84660963e-07 7.76337673e-07]
[0.1352377  0.02729926 0.8374631 ],[6.62569279e-02 6.79036708e-06 2.04323427e-06],[1.87402892e-01 1.92060584e-05 5.77913922e-06]
[0.03020958 0.2614322  0.70835817],[3.35287780e-02 5.37337898e-05 1.49772402e-03],[0.09483371 0.00015198 0.0042362 ]
[0.24849322 0.05430645 0.6972003 ],[0.01544331 0.00037208 0.01678719],[0.04368027 0.00105241 0.04748135]
