[0.01888613 0.5075671  0.47354674],[0.00124466 0.00248976 0.0879495 ],[0.00352044 0.0070421  0.24875875]
[0.36702776 0.01316396 0.61980826],[0.0146263  0.00969636 0.00014683],[0.04136942 0.02742544 0.0004153 ]
[0.02839505 0.03584254 0.93576247],[6.13702586e-02 1.17843142e-06 4.46391717e-07],[1.73581304e-01 3.33310739e-06 1.26258644e-06]
[0.3727922  0.00865092 0.61855686],[0.00513617 0.04285018 0.00047523],[0.01452727 0.1211986  0.00134415]
[0.4224088  0.00802233 0.56956893],[0.00713628 0.03267059 0.0004215 ],[0.02018444 0.09240638 0.00119218]
[0.01994699 0.01995018 0.9601028 ],[6.12398562e-02 1.43501586e-07 1.36565754e-07],[1.73212470e-01 4.05883778e-07 3.86266284e-07]
[0.02236762 0.01207376 0.9655586 ],[6.48046854e-02 4.37296875e-07 3.36492902e-07],[1.83295330e-01 1.23686234e-06 9.51745651e-07]
[0.00907667 0.89470327 0.09622012],[6.09828334e-07 5.67350573e-02 3.26169569e-06],[1.72485500e-06 1.60470975e-01 9.22546855e-06]
[0.0193272  0.12422435 0.8564485 ],[5.47434184e-02 1.70194980e-06 1.43203849e-05],[1.54837770e-01 4.81384098e-06 4.05041650e-05]
[0.00824443 0.01363978 0.97811574],[6.16065255e-02 1.73056386e-07 2.24558545e-07],[1.74249568e-01 4.89477375e-07 6.35147479e-07]
[0.00474114 0.0728327  0.92242616],[6.06208733e-02 4.02985459e-07 1.10384254e-06],[1.71461722e-01 1.13981500e-06 3.12213819e-06]
[0.03180168 0.23528251 0.73291576],[6.54083885e-02 5.54302851e-06 2.41319983e-05],[1.85002860e-01 1.56780522e-05 6.82555985e-05]
[0.00644175 0.00685948 0.98669875],[6.18593404e-02 1.69072184e-07 1.54748972e-07],[1.74964636e-01 4.78208352e-07 4.37696191e-07]
[0.03585767 0.1639852  0.8001572 ],[6.34975184e-02 2.60045784e-05 1.47841256e-04],[1.79598103e-01 7.35520550e-05 4.18158218e-04]
[0.03083597 0.04378539 0.9253786 ],[7.76241591e-02 2.85234736e-06 3.42873179e-06],[2.19554277e-01 8.06765664e-06 9.69791800e-06]
[0.01602984 0.24503958 0.7389306 ],[3.02805807e-02 3.24933050e-05 1.20739358e-03],[8.56464159e-02 9.19049453e-05 3.41502476e-03]
[0.00689322 0.46559173 0.52751505],[0.0030074  0.00076892 0.06861633],[0.00850622 0.00217484 0.1940763 ]
[0.0962686  0.25011098 0.65362036],[0.08429903 0.00109649 0.00051127],[0.23843366 0.00310135 0.00144609]
[0.03312864 0.02507878 0.9417926 ],[6.62863638e-02 3.32038257e-07 3.19477736e-07],[1.87486149e-01 9.39146012e-07 9.03619493e-07]
[0.01822562 0.01259264 0.9691817 ],[6.29183685e-02 1.91010663e-07 2.15629621e-07],[1.77960020e-01 5.40259741e-07 6.09892669e-07]
[0.00630417 0.8383664  0.15532942],[2.03938604e-06 5.10496214e-02 2.42092673e-05],[5.76825480e-06 1.44390134e-01 6.84741484e-05]
[0.12841795 0.04908046 0.8225015 ],[4.63169141e-02 1.92027399e-05 3.02507051e-04],[1.31004016e-01 5.43135504e-05 8.55619149e-04]
[0.00459365 0.02521981 0.9701866 ],[6.06933176e-02 1.32682930e-07 1.50122178e-07],[1.71666626e-01 3.75283997e-07 4.24609641e-07]
[0.8110248  0.03100314 0.15797211],[0.00051006 0.02275584 0.01290421],[0.00144266 0.06436325 0.03649862]
[0.04279515 0.03621547 0.9209894 ],[6.50256748e-02 4.51611465e-07 3.49269536e-07],[1.83920383e-01 1.27735012e-06 9.87883428e-07]
[0.10874862 0.01585892 0.87539244],[3.86586839e-02 3.36729193e-04 1.29378565e-05],[1.09343270e-01 9.52413982e-04 3.65937842e-05]
[0.03123888 0.02625215 0.942509  ],[6.58294337e-02 3.24633854e-07 3.03859509e-07],[1.86193756e-01 9.18203197e-07 8.59444478e-07]
[0.00529369 0.01316099 0.98154527],[6.32924203e-02 2.15356535e-07 1.97407113e-07],[1.79017998e-01 6.09120266e-07 5.58351633e-07]
[0.02197058 0.46324462 0.5147848 ],[0.00087384 0.00333434 0.06898835],[0.00247159 0.00943093 0.19512853]
[0.20316039 0.12445492 0.6723847 ],[0.01057055 0.05124325 0.00184308],[0.02989803 0.14493779 0.00521301]
[0.01340065 0.03412782 0.9524716 ],[6.49306157e-02 2.83448754e-07 3.25966096e-07],[1.83651515e-01 8.01714145e-07 9.21971347e-07]
[0.01728349 0.00901557 0.97370094],[6.31677166e-02 1.81012873e-07 1.80372040e-07],[1.78665283e-01 5.11981720e-07 5.10169172e-07]
[0.10116794 0.01711196 0.88172007],[6.70292394e-02 7.13626889e-06 2.28534397e-06],[1.89587319e-01 2.01844165e-05 6.46392887e-06]
[0.05467446 0.29155672 0.65376884],[0.00518694 0.00043171 0.04069252],[0.01467088 0.00122107 0.11509584]
[0.02729603 0.2595904  0.71311355],[0.00891215 0.00031551 0.02412994],[0.02520737 0.0008924  0.06824976]
[0.02706567 0.17388958 0.7990448 ],[3.63093464e-02 1.22031185e-05 3.77747416e-04],[1.02698340e-01 3.45156313e-05 1.06843104e-03]
[0.05764335 0.02694167 0.9154149 ],[6.21881089e-02 4.38832760e-06 1.14557483e-06],[1.75894534e-01 1.24120648e-05 3.24017492e-06]
[0.09502707 0.08261509 0.82235783],[8.25786631e-02 1.10120337e-05 1.54770251e-05],[2.33567731e-01 3.11467349e-05 4.37756375e-05]
[0.03198856 0.02607579 0.9419357 ],[6.84533895e-02 2.85965153e-06 1.32612194e-06],[1.93615424e-01 8.08831594e-06 3.75083928e-06]
[0.02424186 0.01417291 0.9615852 ],[6.42993860e-02 2.69112138e-07 2.41677161e-07],[1.81866127e-01 7.61164071e-07 6.83566239e-07]
[0.01484178 0.2283205  0.75683767],[7.02882331e-02 2.47120255e-05 9.58936690e-05],[1.98805145e-01 6.98961631e-05 2.71228255e-04]
[0.05488789 0.04368585 0.90142626],[6.88197050e-02 5.37070379e-06 2.11696446e-06],[1.94651520e-01 1.51906443e-05 5.98767970e-06]
[0.02270257 0.0196053  0.9576921 ],[6.63361353e-02 3.89132045e-07 3.51397465e-07],[1.87626924e-01 1.10063163e-06 9.93902122e-07]
[0.12635902 0.02747694 0.84616405],[7.50498405e-02 2.75261168e-05 1.10075075e-05],[2.12273004e-01 7.78556155e-05 3.11339327e-05]
[0.06064903 0.02153067 0.91782033],[7.81478786e-02 2.89262688e-06 3.23240314e-06],[2.21035580e-01 8.18158433e-06 9.14261673e-06]
[0.37431943 0.07755459 0.548126  ],[0.04224363 0.00527333 0.0004865 ],[0.11948302 0.01491523 0.00137604]
[0.03727833 0.02642322 0.9362985 ],[6.30747411e-02 6.54132413e-07 1.75717892e-06],[1.78402309e-01 1.85016586e-06 4.97005252e-06]
[0.0596498  0.05198037 0.8883698 ],[7.09586268e-02 2.62439448e-06 5.87246368e-06],[2.00701305e-01 7.42290855e-06 1.66098356e-05]
[0.12407992 0.02276451 0.8531555 ],[7.39706575e-02 1.61605436e-06 1.95311734e-06],[2.09220614e-01 4.57089198e-06 5.52425006e-06]
[0.00378304 0.06421554 0.9320014 ],[6.37831166e-02 2.31508518e-07 2.70180193e-07],[1.80405897e-01 6.54804972e-07 7.64184985e-07]
[0.01249055 0.36395174 0.6235577 ],[0.06267942 0.00011416 0.00065548],[0.17728418 0.0003229  0.00185398]
[0.05924056 0.01035265 0.9304068 ],[6.64906253e-02 7.96303970e-07 5.24802851e-07],[1.88063888e-01 2.25228775e-06 1.48436662e-06]
[0.03482151 0.02023073 0.9449477 ],[6.50034396e-02 4.75138305e-07 3.56455424e-07],[1.83857492e-01 1.34389407e-06 1.00820819e-06]
[0.13768531 0.08385424 0.7784604 ],[9.09136738e-02 1.23194803e-04 8.94440973e-05],[2.57142701e-01 3.48447522e-04 2.52986111e-04]
[0.03491794 0.05250242 0.9125797 ],[7.38021227e-02 1.79081484e-06 1.49960611e-06],[2.08743926e-01 5.06518926e-06 4.24152659e-06]
[0.01142906 0.0043901  0.9841808 ],[5.92909355e-02 9.14811846e-08 9.21128677e-08],[1.67700090e-01 2.58747864e-07 2.60534533e-07]
[0.00646546 0.01132464 0.9822098 ],[6.38877004e-02 4.10722313e-07 3.00217872e-07],[1.80701705e-01 1.16169813e-06 8.49144371e-07]
[0.03225768 0.03165014 0.93609214],[6.89550313e-02 7.22253019e-07 6.02254989e-07],[1.95034281e-01 2.04284003e-06 1.70343435e-06]
[0.03462413 0.29821473 0.66716117],[3.26879380e-02 6.69626120e-05 1.82102767e-03],[0.09245545 0.0001894  0.00515064]
[0.00714798 0.5152865  0.47756553],[0.00719947 0.00043735 0.03321736],[0.02036316 0.00123701 0.09395288]
[0.01184318 0.4583768  0.5297801 ],[3.84604298e-02 2.99040767e-05 6.91759607e-04],[1.08782523e-01 8.45815017e-05 1.95659164e-03]
[0.04174817 0.00875498 0.9494969 ],[6.18576125e-02 1.69383561e-07 2.05583434e-07],[1.74959749e-01 4.79089057e-07 5.81477761e-07]
[0.9004686  0.01138424 0.08814707],[2.43347722e-07 6.26576156e-07 5.86419792e-02],[6.88291296e-07 1.77222500e-06 1.65864565e-01]
[0.24343693 0.03728218 0.71928084],[8.20736306e-02 9.87651848e-06 1.39135393e-05],[2.32139283e-01 2.79350128e-05 3.93534319e-05]
[0.7174932  0.00702372 0.27548313],[1.89115399e-05 9.77757857e-04 2.71304678e-02],[5.34899125e-05 2.76551684e-03 7.67365510e-02]
[0.01571272 0.49958768 0.4846996 ],[0.0016599  0.00188434 0.10561998],[0.0046949  0.00532971 0.29873842]
[0.01470905 0.0508102  0.93448067],[6.28990886e-02 4.51732931e-07 2.88773805e-07],[1.77905488e-01 1.27769368e-06 8.16775664e-07]
[0.02092048 0.3272945  0.651785  ],[2.92816808e-02 2.32338270e-05 9.88400536e-04],[8.28211002e-02 6.57151865e-05 2.79561889e-03]
[0.10043429 0.01592692 0.88363886],[6.83372882e-02 5.97255177e-07 5.23438838e-07],[1.93287040e-01 1.68929274e-06 1.48050861e-06]
[0.65878004 0.016349   0.32487097],[4.10236490e-05 2.23451887e-03 2.34349770e-02],[0.00011603 0.00632017 0.06628412]
[0.15521541 0.08205681 0.76272774],[8.43068686e-02 1.19070945e-04 6.24553252e-05],[2.38455834e-01 3.36783490e-04 1.76650336e-04]
[0.02034128 0.27200815 0.70765054],[0.00434032 0.00061805 0.05269008],[0.01227627 0.00174811 0.14903005]
[0.01308083 0.01441464 0.9725046 ],[6.13321907e-02 1.59185131e-07 1.43701717e-07],[1.73473632e-01 4.50243543e-07 4.06449834e-07]
[0.00553241 0.13657612 0.8578914 ],[4.23258676e-02 5.72504235e-06 1.29708442e-04],[1.19715632e-01 1.61928651e-05 3.66870876e-04]
[0.30091953 0.00371158 0.6953689 ],[2.25239357e-02 1.81491436e-03 2.81015043e-05],[6.37073107e-02 5.13335301e-03 7.94830570e-05]
[0.00657168 0.26743796 0.72599036],[0.00223772 0.00127487 0.09215673],[0.00632922 0.00360589 0.26065859]
[0.00453671 0.04633239 0.94913095],[6.02348786e-02 2.53539870e-07 5.46762630e-07],[1.70369964e-01 7.17119046e-07 1.54647825e-06]
[0.05824205 0.02250858 0.91924936],[6.87204877e-02 2.83636219e-06 1.34734484e-06],[1.94370891e-01 8.02244375e-06 3.81086670e-06]
[0.02055353 0.01668189 0.96276456],[6.27400158e-02 2.61835802e-06 8.41123486e-07],[1.77455563e-01 7.40583485e-06 2.37905648e-06]
[0.01085617 0.01788928 0.9712545 ],[5.88743480e-02 1.04220819e-07 1.23520520e-07],[1.66521803e-01 2.94780991e-07 3.49368789e-07]
[0.02716177 0.02856068 0.9442776 ],[6.31928058e-02 6.93229101e-07 3.71691374e-07],[1.78736246e-01 1.96074799e-06 1.05130196e-06]
[0.01191325 0.01006444 0.97802234],[6.23514878e-02 1.78582776e-07 1.66159307e-07],[1.76356639e-01 5.05108368e-07 4.69969490e-07]
[0.03146882 0.06180153 0.9067296 ],[6.16787637e-02 2.73218925e-06 1.42539404e-05],[1.74453888e-01 7.72779818e-06 4.03162318e-05]
[0.01029221 0.01545904 0.97424877],[6.37480304e-02 2.00771127e-07 1.98975324e-07],[1.80306658e-01 5.67866501e-07 5.62787203e-07]
[0.02842451 0.3948783  0.57669723],[0.00863734 0.00043867 0.02909838],[0.02443008 0.00124076 0.08230266]
[0.13435264 0.03295379 0.8326935 ],[3.64951541e-02 3.53085628e-04 1.13944220e-05],[1.03223884e-01 9.98676967e-04 3.22282922e-05]
[0.01485098 0.01598376 0.96916527],[6.15893193e-02 1.44275044e-07 1.52403407e-07],[1.74200901e-01 4.08071449e-07 4.31061931e-07]
[0.13300228 0.06794828 0.79904944],[0.03791661 0.00261279 0.00015135],[0.10724436 0.00739008 0.00042809]
[0.00866008 0.02482732 0.96651256],[6.11636244e-02 1.70817675e-07 2.34211922e-07],[1.72996854e-01 4.83145346e-07 6.62451354e-07]
[0.1247791  0.15363231 0.7215886 ],[7.96841226e-02 2.50245361e-05 5.40570545e-05],[2.25380734e-01 7.07800766e-05 1.52896439e-04]
[0.00244562 0.26619592 0.7313584 ],[1.50390419e-02 6.82598424e-05 5.97227529e-03],[0.04253683 0.00019307 0.01689215]
[0.17270851 0.03901369 0.7882778 ],[3.39335592e-02 9.32518760e-04 3.11865419e-05],[9.59785992e-02 2.63756135e-03 8.82088609e-05]
[0.00258671 0.00117318 0.99624   ],[5.75794398e-02 6.68427166e-08 6.71323422e-08],[1.62859249e-01 1.89059753e-07 1.89878938e-07]
[0.05091778 0.05820859 0.8908737 ],[7.56305262e-02 1.83372233e-06 2.00234614e-06],[2.13915432e-01 5.18654997e-06 5.66349014e-06]
[0.04126837 0.22025964 0.738472  ],[6.82126047e-02 1.43469444e-05 6.00590028e-05],[1.92934381e-01 4.05792868e-05 1.69872513e-04]
[0.00261601 0.02194286 0.9754412 ],[6.12152774e-02 2.12548134e-07 1.62993360e-07],[1.73142951e-01 6.01176908e-07 4.61014841e-07]
[0.01511452 0.01383885 0.9710467 ],[6.21735297e-02 1.70437101e-07 1.59894111e-07],[1.75853298e-01 4.82068919e-07 4.52248842e-07]
[0.09833051 0.17507954 0.7265899 ],[0.07497859 0.00121972 0.00038796],[0.21207147 0.00344989 0.00109732]
[0.06732595 0.08704071 0.8456333 ],[5.73521328e-02 1.62167149e-05 1.32606511e-04],[1.62216328e-01 4.58677962e-05 3.75067853e-04]
[0.08139026 0.06668361 0.8519262 ],[7.08727667e-02 9.94381936e-05 2.63303765e-05],[2.00458456e-01 2.81253684e-04 7.44735510e-05]
[0.03312548 0.02279041 0.94408405],[6.49345202e-02 3.85521359e-07 5.67543688e-07],[1.83662558e-01 1.09041907e-06 1.60525596e-06]
[0.05307713 0.10853828 0.83838457],[5.70145030e-02 1.39201278e-04 1.64080834e-05],[1.61261367e-01 3.93720669e-04 4.64090681e-05]
[0.10087284 0.05238026 0.8467469 ],[6.67584594e-02 6.71091732e-05 1.46488249e-05],[1.88821437e-01 1.89813406e-04 4.14331336e-05]
[0.12851423 0.02293413 0.8485516 ],[6.92664942e-02 1.20093768e-05 4.01850295e-06],[1.95915231e-01 3.39676472e-05 1.13660428e-05]
[0.03839513 0.04356737 0.9180375 ],[6.62657699e-02 5.99966281e-07 4.42614451e-07],[1.87427901e-01 1.69696090e-06 1.25190272e-06]
[0.04643166 0.01663748 0.93693084],[6.66334330e-02 4.26460809e-07 3.80101634e-07],[1.88467809e-01 1.20621332e-06 1.07508977e-06]
[0.5742775  0.01811316 0.4076093 ],[0.00108866 0.06830225 0.00407688],[0.00307919 0.19318795 0.01153116]
[0.01124192 0.01336569 0.9753924 ],[6.23758483e-02 1.68788374e-07 1.84363163e-07],[1.76425541e-01 4.77405616e-07 5.21457772e-07]
[0.02907575 0.0250501  0.94587415],[6.39733865e-02 2.57210259e-07 3.16052358e-07],[1.80944062e-01 7.27500473e-07 8.93931062e-07]
[0.02662749 0.01623465 0.9571379 ],[6.39474859e-02 7.06987642e-07 4.00162545e-07],[1.80870804e-01 1.99966302e-06 1.13183060e-06]
[0.05175401 0.00780777 0.9404383 ],[6.04728627e-02 3.86382206e-07 2.16603261e-07],[1.71043085e-01 1.09285391e-06 6.12646539e-07]
[0.02087322 0.17888522 0.8002415 ],[6.33795372e-02 7.85440931e-06 4.24542302e-05],[1.79264402e-01 2.22156243e-05 1.20078696e-04]
[0.6067194  0.06790495 0.32537562],[1.17702213e-05 2.10971214e-05 7.95740215e-02],[3.32912133e-05 5.96716705e-05 2.25069321e-01]
[0.01624274 0.12918298 0.85457426],[6.31210490e-02 9.67401805e-07 3.03247226e-06],[1.78533287e-01 2.73622550e-06 8.57712680e-06]
[0.03069682 0.02287239 0.9464308 ],[6.09134612e-02 1.85094834e-07 2.79166185e-07],[1.72289286e-01 5.23527250e-07 7.89601209e-07]
[0.02461438 0.02800258 0.94738305],[6.96267215e-02 6.61692229e-07 6.08526947e-07],[1.96934108e-01 1.87154825e-06 1.72117412e-06]
[0.32099578 0.04316353 0.6358407 ],[0.00927603 0.0322166  0.00059353],[0.02623657 0.09112231 0.00167876]
[0.03473692 0.06398817 0.9012749 ],[6.99061006e-02 1.42192477e-06 2.69456952e-06],[1.97724311e-01 4.02181060e-06 7.62139351e-06]
[0.78626823 0.01007999 0.20365176],[1.77839670e-05 7.03409479e-04 3.15600646e-02],[5.03006547e-05 1.98954245e-03 8.92653428e-02]
[0.02551846 0.02773277 0.9467488 ],[6.55026638e-02 2.76367361e-07 2.86386177e-07],[1.85269511e-01 7.81684941e-07 8.10022430e-07]
[0.13746715 0.0105464  0.8519865 ],[6.01440653e-02 5.40988186e-06 1.15004081e-06],[1.70113106e-01 1.53014566e-05 3.25280663e-06]
[0.06852246 0.036541   0.89493656],[6.59409773e-02 9.21573382e-07 5.49867563e-07],[1.86509249e-01 2.60660315e-06 1.55526033e-06]
[0.06339838 0.01557769 0.92102396],[6.34870306e-02 4.80194897e-07 3.13583670e-07],[1.79568439e-01 1.35819627e-06 8.86948557e-07]
[0.04730351 0.16275541 0.7899411 ],[8.57539641e-02 2.81168570e-05 2.09945089e-05],[2.42548838e-01 7.95264809e-05 5.93814384e-05]
[0.2823028  0.05311375 0.66458344],[2.67465204e-02 2.23337917e-03 5.52227836e-05],[0.07565058 0.00631695 0.00015619]
[0.01812377 0.03498009 0.9468961 ],[6.75305679e-02 5.53068762e-07 4.73564739e-07],[1.91005290e-01 1.56431469e-06 1.33944335e-06]
[0.02899838 0.3246075  0.64639413],[0.01393241 0.0001602  0.01084322],[0.03940679 0.0004531  0.03066926]
[0.01693117 0.01197317 0.9710957 ],[6.50305327e-02 2.84698119e-07 2.64841775e-07],[1.83934123e-01 8.05247882e-07 7.49085661e-07]
[0.01172535 0.38681564 0.60145897],[0.00816462 0.00029542 0.0248238 ],[0.02309302 0.00083556 0.07021232]
[0.00723804 0.00580972 0.9869522 ],[5.91662972e-02 9.76014748e-08 1.04705345e-07],[1.67347560e-01 2.76058659e-07 2.96151439e-07]
[0.02210032 0.00886239 0.9690372 ],[6.35541736e-02 1.99393889e-07 1.95203778e-07],[1.79758348e-01 5.63971085e-07 5.52119660e-07]
[0.20587817 0.01867184 0.77545   ],[6.10821651e-02 1.40011249e-06 4.81387380e-07],[1.72766453e-01 3.96011615e-06 1.36156912e-06]
[0.01130887 0.05296087 0.93573034],[6.55142652e-02 8.07193320e-07 4.90017726e-07],[1.85302325e-01 2.28308748e-06 1.38597943e-06]
[0.01481234 0.32703176 0.65815586],[0.00224882 0.00107194 0.08686157],[0.00636063 0.0030319  0.24568163]
[0.20700365 0.07318962 0.71980673],[1.59618587e-02 6.62504203e-03 9.16878975e-05],[0.04514695 0.01873845 0.00025933]
[0.00780184 0.02105928 0.97113883],[6.29396375e-02 2.43474398e-07 2.03777104e-07],[1.78020178e-01 6.88649593e-07 5.76368689e-07]
[0.04321666 0.01391708 0.9428663 ],[6.25628898e-02 1.67221007e-07 1.73462904e-07],[1.76954575e-01 4.72972431e-07 4.90627183e-07]
[0.05573019 0.01275443 0.9315154 ],[6.52236969e-02 9.22957401e-07 2.31955260e-06],[1.84480473e-01 2.61051775e-06 6.56068549e-06]
[0.04078177 0.04111528 0.9181029 ],[7.48545686e-02 2.20412046e-06 3.05587571e-06],[2.11720692e-01 6.23419409e-06 8.64332175e-06]
[0.6033733  0.02980168 0.3668251 ],[0.00042588 0.03109237 0.00772255],[0.00120458 0.0879425  0.02184268]
[0.03234607 0.02424034 0.94341356],[7.32468412e-02 3.04641844e-06 1.96711362e-06],[2.07173352e-01 8.61657255e-06 5.56383752e-06]
[0.03548795 0.01247675 0.95203525],[6.62709815e-02 1.16082849e-06 6.55492025e-07],[1.87442642e-01 3.28331879e-06 1.85401142e-06]
[0.01783733 0.07317887 0.9089838 ],[7.03851690e-02 7.01531381e-07 7.79964502e-07],[1.99079321e-01 1.98423039e-06 2.20607275e-06]
[0.05923951 0.01933897 0.92142147],[7.07690049e-02 6.95314832e-07 7.20319440e-07],[2.00164973e-01 1.96664733e-06 2.03737104e-06]
[0.01755529 0.01318525 0.96925944],[7.07743551e-02 6.99578572e-07 7.29194703e-07],[2.00180106e-01 1.97870701e-06 2.06247408e-06]
[0.0866835  0.01609907 0.89721745],[6.53482757e-02 5.45212380e-06 1.66843610e-06],[1.84832835e-01 1.54209349e-05 4.71904993e-06]
[0.01818217 0.07261617 0.9092016 ],[6.71167931e-02 7.31011658e-07 5.25525292e-07],[1.89834958e-01 2.06761320e-06 1.48640999e-06]
[0.02167639 0.01723314 0.96109045],[6.76336361e-02 3.97304835e-07 4.04008157e-07],[1.91296811e-01 1.12374777e-06 1.14270763e-06]
[0.02789725 0.01564374 0.95645905],[6.79252595e-02 4.83448279e-07 5.40533147e-07],[1.92121647e-01 1.36739823e-06 1.52885862e-06]
[0.06962097 0.08599588 0.84438324],[5.13595105e-02 1.40395932e-05 1.67986147e-04],[1.45266633e-01 3.97099661e-05 4.75136575e-04]
[0.13189144 0.11677196 0.7513366 ],[0.04285212 0.00014388 0.00193832],[0.1212041  0.00040695 0.00548241]
[0.00710639 0.00905707 0.9838366 ],[5.88012716e-02 1.32749646e-07 1.06672634e-07],[1.66315112e-01 3.75472700e-07 3.01715772e-07]
[0.02993648 0.0267023  0.94336116],[6.89052331e-02 5.28237680e-07 5.55336109e-07],[1.94893430e-01 1.49408178e-06 1.57072771e-06]
[0.04086905 0.40986535 0.54926556],[0.04831982 0.00037389 0.00332545],[0.1366691  0.00105753 0.0094058 ]
[0.45990068 0.00507772 0.53502154],[0.01239818 0.01168667 0.00014764],[0.03506735 0.03305489 0.0004176 ]
[0.044595   0.03433474 0.9210703 ],[7.00799422e-02 2.24690566e-06 1.28320186e-06],[1.98216009e-01 6.35520892e-06 3.62944293e-06]
[0.01989667 0.05986711 0.9202363 ],[6.84622984e-02 6.25850701e-07 8.34319695e-07],[1.93640622e-01 1.77017310e-06 2.35981246e-06]
[0.07610761 0.3262009  0.5976915 ],[0.05318241 0.0059064  0.02407949],[0.15042257 0.01670582 0.06810709]
[0.00502447 0.01369572 0.98127985],[6.22001546e-02 1.55499128e-07 1.58532488e-07],[1.75928604e-01 4.39817951e-07 4.48397589e-07]
[0.0053494  0.27492687 0.71972376],[0.01534145 0.00015269 0.00948046],[0.04339218 0.00043186 0.02681479]
[0.05301427 0.3505799  0.59640586],[4.83160976e-02 3.79947434e-05 4.88732713e-04],[1.36658561e-01 1.07465363e-04 1.38234486e-03]
[0.81909883 0.00391004 0.17699109],[2.85764718e-05 1.69778276e-03 2.36845686e-02],[8.08264680e-05 4.80205481e-03 6.69900762e-02]
[0.01950779 0.02907547 0.95141673],[6.43191382e-02 1.57603510e-06 6.73432751e-07],[1.81921995e-01 4.45770042e-06 1.90475546e-06]
[0.01396584 0.01214847 0.9738858 ],[6.16800684e-02 1.58108065e-07 1.47697288e-07],[1.74457578e-01 4.47197140e-07 4.17751017e-07]
[0.03002124 0.28986773 0.68011105],[0.00961082 0.00060177 0.03158975],[0.0271835  0.00170207 0.08934931]
[0.02391637 0.0302341  0.94584954],[6.86621573e-02 5.78715975e-07 6.98420714e-07],[1.94205908e-01 1.63685596e-06 1.97543209e-06]
[0.38896054 0.01233016 0.5987093 ],[3.38902465e-02 2.23402882e-03 9.50884606e-05],[0.09585609 0.00631879 0.00026895]
[0.0093147  0.01603669 0.97464854],[6.08555185e-02 1.25776012e-07 1.23966589e-07],[1.72125399e-01 3.55748285e-07 3.50630463e-07]
[0.01972906 0.09240036 0.8878706 ],[8.95308118e-02 3.37934712e-05 4.06862280e-05],[2.53231376e-01 9.55823706e-05 1.15078031e-04]
[0.00877707 0.02445699 0.96676594],[6.18630807e-02 2.14960436e-07 1.73295186e-07],[1.74975215e-01 6.07999927e-07 4.90152805e-07]
[0.48232046 0.02199225 0.49568734],[0.00013653 0.01303157 0.01060704],[0.00038616 0.03685885 0.03000124]
[0.02993336 0.02077589 0.94929075],[6.32207369e-02 8.56410335e-07 4.23972383e-07],[1.78815247e-01 2.42229422e-06 1.19917499e-06]
[0.06114569 0.01591482 0.9229395 ],[6.15262472e-02 1.25237308e-06 4.68603317e-07],[1.74022506e-01 3.54224599e-06 1.32541033e-06]
[0.01671191 0.51074666 0.47254148],[0.00085022 0.00389267 0.06340397],[0.00240478 0.01101015 0.17933351]
